GUID,ARTIST,TRACK,AIRTIME
43c8e6c0-04b0-4205-c3a5-ca3461194a16,Tom Petty & The Heartbreakers,Kings Highway,2022-07-06T14:39:04+02:00
ab387db2-0159-49a4-17c5-fe42b69ce7cc,Fleetwood Mac,Little Lies,2022-07-06T14:34:51+02:00
7ae12e53-10ec-44b0-be73-16cdaaa26f45,Danko Jones,Get To You,2022-07-06T14:23:43+02:00
f61759aa-1334-4f2a-1b21-70a9e0855342,Red Hot Chili Peppers,Under the Bridge,2022-07-06T14:19:17+02:00
8dc6276a-87dc-42a6-dd06-d8b4c93f7bba,Ghost,Dance Macabre,2022-07-06T14:15:36+02:00
53b53e2f-2295-4bee-a3e2-4e169101d42f,Queen & David Bowie,Under Pressure,2022-07-06T14:11:45+02:00
6efb3682-6d45-4aa5-fb3c-93dad6641611,The Dead Daisies,Face I Love,2022-07-06T14:06:48+02:00
9d634f4b-40f9-4e37-5232-5084bd69afed,Foreigner,Urgent,2022-07-06T14:02:29+02:00
d8a6de43-fb91-4c0f-f614-df45ad226998,Edwyn Collins,A Girl Like You,2022-07-06T13:55:52+02:00
cb7eb040-711b-4245-b4c8-b1825c4c3e87,Mando Diao,Down in the Past,2022-07-06T13:52:00+02:00
622da504-2c8a-4cc2-acf4-806eb9ebe430,Gary Moore,Friday On My Mind,2022-07-06T13:47:50+02:00
6b776f32-bf90-446a-f318-2c46ca04911f,Cold Years,32,2022-07-06T13:43:49+02:00
116b01db-5af6-4287-de26-fff887320b91,Deep Purple,Black Night,2022-07-06T13:40:19+02:00
9eb9d3af-a118-4146-1354-06ec17fc3025,Coldplay,Viva la Vida,2022-07-06T13:35:27+02:00
9ad45221-f6d3-44a7-9bb2-4085eb20e35a,Loverboy,Working for the Weekend,2022-07-06T13:31:50+02:00
4b4bf64b-fe05-4849-cfa3-459be590693a,Rise Against,Last Man Standing,2022-07-06T13:24:30+02:00
d22c6bc5-5536-44d0-0235-c211628ec70e,Twisted Sister,We're Not Gonna Take It,2022-07-06T13:20:20+02:00
de56afc9-093c-40b4-a6b7-9258a0663b38,Billy Talent,Rusted from the Rain,2022-07-06T13:15:44+02:00
8430470e-3b85-4859-2c71-8e663a6f1194,Sister Hazel,All for You,2022-07-06T13:12:07+02:00
04344851-c091-4a16-097f-28da35132317,Joan Jett & The Blackhearts,I Hate Myself for Loving You,2022-07-06T13:06:37+02:00
d0dcf79b-31da-4f73-345c-a76946659e5e,Green Day,Holiday (Faded Ending),2022-07-06T13:02:48+02:00
fbd5a180-73ca-4dc1-5e7a-ad546722f298,Rammstein,DU HAST,2022-07-06T12:56:15+02:00
d9da7ff0-3440-4382-f527-df595241b978,Queens of the Stone Age,No One Knows,2022-07-06T12:51:56+02:00
1a2f73c0-e6f0-48cc-073e-f1106a2540d4,The Rolling Stones,Shattered,2022-07-06T12:48:09+02:00
014b6896-f5a8-4c4b-0c4d-eb82d290e636,Monster Truck,Golden Woman,2022-07-06T12:44:22+02:00
cfee896b-867b-4620-64cd-26295d3810c6,Daughtry,What About Now,2022-07-06T12:40:15+02:00
37016103-a371-406f-4a67-a818538ea2af,Guns N' Roses,Sweet Child O' Mine,2022-07-06T12:34:01+02:00
1d2e7adb-3ed4-4dcd-b40c-7c094b512f86,The Hu,Yuve Yuve Yu (feat. From Ashes to New),2022-07-06T12:29:53+02:00
a780867d-a62a-4ea6-a0a5-2db03ace71d8,blink-182,I Miss You,2022-07-06T12:22:20+02:00
b2fc9cd4-1191-4fd1-d626-fa241a2e8ab1,Judas Priest,You've Got Another Thing Comin',2022-07-06T12:16:53+02:00
acba53d9-7eaf-4dce-ddd3-27bb1e454313,Sugar Ray,Abracadabra,2022-07-06T12:13:09+02:00
a8b01c77-73fd-46f4-c617-338605668670,The Clash,London Calling,2022-07-06T12:09:09+02:00
6996fadd-5874-470d-d3c8-97f922b73927,The FAIM,The Hills,2022-07-06T12:05:29+02:00
3479c4b9-15ab-4c21-61b6-cb714a7e69b3,AC/DC,Hells Bells,2022-07-06T12:00:00+02:00
490e04d4-39df-4b9a-b4b5-fa945a344e71,Papa Roach,Before I Die,2022-07-06T11:55:42+02:00
7ec52335-d1a9-4437-c26d-1fba1a0bfa27,Meat Loaf,I'd Do Anything for Love (But I Won't Do That),2022-07-06T11:50:19+02:00
9f7c0a5b-9cfc-43e7-96ed-b22789e1c812,Five Finger Death Punch,"Blue on Black (feat. Kenny Wayne Shepherd, Brantley Gilbert & Brian May)",2022-07-06T11:45:56+02:00
e7921c4d-4fb0-4768-8ae4-df406bc83141,Accept,Balls To the Wall,2022-07-06T11:39:22+02:00
7aa385ad-8348-4f02-5c08-a10defa94ad5,Die Ärzte,Schunder-Song,2022-07-06T11:36:20+02:00
b433bb28-8ad5-4d1c-ffd5-bb337271ffd5,Simple Plan,Wake Me Up (When This Nightmare's Over),2022-07-06T11:32:58+02:00
c9e3b190-7f10-4191-b188-277d8fe80a8d,Aerosmith,Love in an Elevator,2022-07-06T11:24:20+02:00
e6640129-dc9d-4eeb-dc7d-b822226de3be,THE BABOON SHOW & BJÖRN DIXGARD,LOST YOU IN A SECOND,2022-07-06T11:19:04+02:00
2ef6c060-27be-4310-e2ea-edf73ec4ff76,Bon Jovi,Bed of Roses,2022-07-06T11:15:05+02:00
bc25d1e1-200e-4ba6-8fcf-b951869d2f0d,Deaf Havana,Going Clear,2022-07-06T11:10:21+02:00
d8f26f1c-26d5-408a-36d9-a65bcff905c8,Don Henley,The Boys of Summer,2022-07-06T11:05:51+02:00
dc3b66d9-42e6-4acf-56c3-75ddd86e692b,Volbeat,Fallen,2022-07-06T11:01:36+02:00
