GUID,ARTIST,TRACK,AIRTIME
c8a198b4-6b8d-4a13-f6df-d36b0e19cbff,Coldplay,Higher Power,2022-07-06T12:31:29+02:00
236e69a7-19db-4408-2f76-3dae1a24a31d,Panic! At the Disco,House Of Memories,2022-07-06T12:25:25+02:00
65c8ae97-392b-4464-6c01-5f1ed6bf26ad,Lil Nas X,THATS WHAT I WANT,2022-07-06T12:22:54+02:00
b6524a11-8f17-4f48-6ed7-1a5e15fe79cf,Harry Styles,As It Was,2022-07-06T12:20:13+02:00
40644edd-2d88-46db-dfab-0bd98682d692,"David Guetta, Becky Hill & Ella Henderson",Crazy What Love Can Do,2022-07-06T12:10:57+02:00
44d340a4-8a3f-4f89-f7d8-b6c6e50e04e0,Felix Jaehn & VIZE,Close Your Eyes (feat. Miss Li),2022-07-06T12:08:21+02:00
55548e79-6074-49b5-81d8-ed422b33ce49,YOUNOTUS & Julian Perretta,Your Favourite Song,2022-07-06T12:04:57+02:00
8d591381-c5f1-4aa2-ccd2-bf1ae0c5e390,Leony,Remedy,2022-07-06T12:01:16+02:00
e5929ccd-6a16-4da6-2915-b1a44a75275d,Tom Gregory,River,2022-07-06T11:57:59+02:00
f51aa89d-c7cc-4e9c-e1ac-aab04bc29ca4,Kraftklub,Ein Song reicht,2022-07-06T11:53:00+02:00
5774012b-5044-4f52-28ae-99c8cd0316f6,OneRepublic,Sunshine,2022-07-06T11:50:13+02:00
57cde37b-2b89-4807-fe8e-2c4534699091,Dermot Kennedy,Something to Someone,2022-07-06T11:40:34+02:00
7c863802-47f8-48e3-5b08-e50dc0d4590e,Marshmello & Khalid,Numb,2022-07-06T11:38:02+02:00
56c7582c-7f56-4a04-1457-0817879b8988,Omi,Cheerleader (Felix Jaehn Remix),2022-07-06T11:34:57+02:00
661118e2-8f0e-4240-b16e-711821d0e19b,Milky Chance,Synchronize,2022-07-06T11:30:55+02:00
71974b7f-3159-4000-1964-858326fb6d8d,Miley Cyrus,Midnight Sky,2022-07-06T11:26:40+02:00
fe063a9a-4b08-4a49-c268-bab67417f3f3,Maroon 5,What Lovers Do (feat. SZA),2022-07-06T11:22:46+02:00
