GUID,ARTIST,TRACK,AIRTIME
aea5aed0-0488-4771-4d5d-ef3ffafbbf47,Alice Deejay,Better off Alone,2022-07-06T15:49:02+02:00
2b4ea622-2ed5-4ad6-de84-e069c2f378d0,Mariah Carey,Dreamlover,2022-07-06T15:45:12+02:00
3a7a11d9-cda3-4717-f0a8-3a85d449e063,Ini Kamoze,Here Comes the Hotstepper,2022-07-06T15:40:54+02:00
0011a387-832e-4e7b-64f3-6fb35ca2d124,Aerosmith,I Don't Want to Miss a Thing,2022-07-06T15:36:27+02:00
933ba4ba-8533-44f7-88aa-b98bd95abd28,No Mercy,Where Do You Go,2022-07-06T15:32:01+02:00
448810df-ecfa-422c-3b22-3649b91e88a3,TLC,Waterfalls,2022-07-06T15:27:06+02:00
d8a6de43-fb91-4c0f-f614-df45ad226998,Edwyn Collins,A Girl Like You,2022-07-06T15:23:22+02:00
07da3b51-18ad-4a32-cd8e-4c4d692a7072,Bellini,Samba De Janeiro,2022-07-06T15:20:08+02:00
80f5dc80-61ec-47f4-44ec-21dd61a53adb,Crowded House,Weather with You,2022-07-06T15:15:48+02:00
e7a46176-7164-4de4-8b15-2d05934b1022,Culture Beat,Mr. Vain,2022-07-06T15:11:26+02:00
ebe88c65-2863-4140-c26a-b04cda679730,Roxette,Joyride,2022-07-06T15:07:33+02:00
c2a2012c-d376-410a-7a58-ab1eb67d55cd,Annie Lennox,Walking On Broken Glass,2022-07-06T15:03:46+02:00
19cf58c9-97fe-4c00-45c6-16977b959335,Shania Twain,That Don't Impress Me Much,2022-07-06T14:57:58+02:00
79e81b03-27d8-4e61-916a-e9eb7c8ed0f2,Ace of Base,The Sign,2022-07-06T14:54:52+02:00
4ea3a6be-4b5b-4f9b-ea3b-414f73d46adb,Backstreet Boys,We've Got It Goin' On,2022-07-06T14:50:38+02:00
dbfea116-103a-4e5c-7f28-b8c5271dfd97,Madonna,I'll Remember,2022-07-06T14:46:32+02:00
c4805013-46dc-413f-0a2a-7ec0dd5629cf,Robbie Williams,Strong,2022-07-06T14:42:11+02:00
e81b5542-83f1-49c7-074f-73ecc2ce6f01,Jennifer Lopez,Waiting for Tonight,2022-07-06T14:38:12+02:00
18a66355-4f96-495b-ffb9-7b22213169ba,Ten Sharp,You,2022-07-06T14:34:01+02:00
f9fa2729-3f66-4222-288e-04a52fbdb775,Spice Girls,Wannabe,2022-07-06T14:31:19+02:00
988a6b46-1c25-4ff7-3f2d-2a0dec37c14b,Mark Morrison,Return of the Mack (C&J Remix),2022-07-06T14:27:07+02:00
38fb8729-3ba9-4788-33fd-3a07677831cf,The Rembrandts,"Just the Way It Is, Baby",2022-07-06T14:23:19+02:00
7cc91d5e-58d1-4f88-c1fe-349fe6d65fab,Garcia,VAMONOS (HEY CHICO ARE YOU READY),2022-07-06T14:18:56+02:00
be188315-1409-4e66-7260-1002ceabc5a3,Sasha,If You Believe,2022-07-06T14:14:14+02:00
4cc2c0c7-a110-49ff-cdf7-fef9d7ede78f,Britney Spears,...Baby One More Time,2022-07-06T14:10:05+02:00
58c14db8-a318-4484-70c6-e77c4455bccf,Prince Ital Joe & Marky Mark,United,2022-07-06T14:06:14+02:00
d84ecca7-8c53-4437-fd4a-0a400fa33983,Ronan Keating,When You Say Nothing At All,2022-07-06T14:02:16+02:00
759a4806-9b52-448d-2ae9-dff056339508,Savage Garden,Truly Madly Deeply,2022-07-06T13:56:03+02:00
7746b5ad-136d-4453-0f36-e4faaca60c17,Take That,How Deep Is Your Love,2022-07-06T13:51:56+02:00
939034d0-5794-43e9-95a5-e9a195b89474,Bob Marley & Funkstar DeLuxe,Sun Is Shining,2022-07-06T13:47:52+02:00
c0cfccef-24a5-4146-eaa6-9aa5e176daeb,Genesis,I Can't Dance,2022-07-06T13:43:22+02:00
328aca4b-42e9-4aff-48a0-95eff3d1d340,Gala,Freed from Desire,2022-07-06T13:39:57+02:00
d9831e18-2683-4faf-0590-423092a0b2c1,Corona,The Rhythm of the Night,2022-07-06T13:35:58+02:00
0a103551-2926-4c9b-f178-f10b1bf463dc,East 17,Around the World,2022-07-06T13:31:43+02:00
a4eae039-ecb0-47cb-b262-84d3fb0d0c55,Snap!,Ooops Up,2022-07-06T13:26:58+02:00
f15416bd-02e2-4c31-818d-0bed1e15b8b3,No Doubt,Don't Speak,2022-07-06T13:22:49+02:00
54b73429-fca1-4c23-f44e-97871d78ab3c,Michael Jackson,Earth Song,2022-07-06T13:17:34+02:00
ae795198-fecd-423b-6155-1e6fb3784aea,Boyzone,Words,2022-07-06T13:13:05+02:00
d650091e-8ff8-4ccf-70a6-a8bafbd3216e,Spin Doctors,Two Princes,2022-07-06T13:08:39+02:00
532ddf32-4542-4fd2-d4d2-d338d940b073,M.C.Sar & The Real McCoy,Another Night,2022-07-06T13:04:50+02:00
6e946526-f5cb-4cda-e4f0-d1736bba3d20,Jon Secada,Just Another Day,2022-07-06T13:00:29+02:00
d0e20d88-3167-4117-7106-cfd2190e7b2b,DJ Bobo,Everybody,2022-07-06T12:54:48+02:00
54145609-1c2f-4cd4-9d6d-a5e24391bb55,Roxette,It Must Have Been Love,2022-07-06T12:50:03+02:00
7ecafb0b-8baa-4696-cc57-e06872d40ef1,Captain Hollywood Project,Impossible,2022-07-06T12:45:34+02:00
f0c59762-4d9d-4b55-550f-070e75849d86,Take That,Sure,2022-07-06T12:42:14+02:00
474e40bd-5fc9-4e75-a5b7-e453683f4a5c,Janet Jackson,That's the Way Love Goes,2022-07-06T12:37:58+02:00
6a15f247-77e8-46ba-a713-e950d6e4498d,DNA,TOM' S DINER,2022-07-06T12:34:39+02:00
ed9d9f8a-e5ab-419d-e45e-4ad7bd06eaaa,Gigi D'Agostino,L'amour Toujours,2022-07-06T12:31:29+02:00
ba0b1f18-a138-4175-128e-f06c8d737576,Soultans,Can't Take My Hands Off You,2022-07-06T12:26:52+02:00
e6c3dc09-2804-4566-ab8b-29dfae51bfdd,Meredith Brooks,Bitch,2022-07-06T12:22:59+02:00
3cda1e52-a6fa-45c6-921c-a96d2c621564,Vengaboys,"Boom, Boom, Boom, Boom!! (Airplay)",2022-07-06T12:19:12+02:00
2970cb6f-a625-4510-fcdb-d5e5824d6e59,Santana,Maria Maria (feat. The Product G&B),2022-07-06T12:14:15+02:00
d5e813f6-979e-4745-5ac3-f27ab46e8891,Die Fantastischen Vier,Die Da!?!,2022-07-06T12:10:36+02:00
9bec7798-02d5-49e1-53e2-b7a33cc0a757,Michael Jackson,They Don't Care About Us,2022-07-06T12:06:40+02:00
1d7b30ff-6af0-4e95-ca0d-e817f14f1943,The Beloved,Sweet Harmony,2022-07-06T12:02:23+02:00
42488ebb-797d-42ad-477e-23b2e382c2f3,Seal,Crazy,2022-07-06T11:56:10+02:00
ef8b67d3-07ba-412f-f19e-96209996fbfa,C-Block,So Strung Out,2022-07-06T11:52:07+02:00
a0d7256c-ca73-4efa-d872-28a02b02369b,Will Smith,Miami,2022-07-06T11:48:37+02:00
1e4029e9-9c86-4b30-c810-b30fc92cd699,Enigma,Sadness Part 1,2022-07-06T11:44:00+02:00
224ab8a9-dd07-424e-5420-c4092036f745,Massive Attack,Unfinished Sympathy,2022-07-06T11:39:13+02:00
0db2b243-cc07-4631-78c0-be5ef3c4f8e0,Dr. Alban,Sing Hallelujah!,2022-07-06T11:35:16+02:00
6ea03495-152f-4ebb-0a23-ae414f70b99b,Sasha,I'm Still Waitin' (feat. Young Deenay),2022-07-06T11:31:40+02:00
1d78af55-d0a8-4ccb-a8d5-a13e768d54b7,Take That,Everything Changes But You,2022-07-06T11:27:34+02:00
fede4506-5c10-47eb-3abf-1a1ef7485272,Lighthouse Family,High,2022-07-06T11:23:07+02:00
fa59c86a-91f6-4956-e1a9-524127c2d2ba,Londonbeat,You Bring On the Sun,2022-07-06T11:19:14+02:00
baf1d0a6-920c-463f-e0da-eaf11514407d,Snap!,Welcome to Tomorrow,2022-07-06T11:14:05+02:00
ac83f7a7-7088-4a71-0915-c131fc546eab,Sinéad O'Connor,Nothing Compares 2 U,2022-07-06T11:08:49+02:00
01e33bdb-0776-41b8-3f9a-a6e1b8560b2e,Ace of Base,All That She Wants,2022-07-06T11:05:32+02:00
7166b8e5-5078-438c-b8da-7cc59281b2be,OMD,Sailing On The Seven Seas,2022-07-06T11:02:04+02:00
ef872f7d-fd07-4736-f955-5d3139348856,Haddaway,What Is Love,2022-07-06T10:56:12+02:00
be9723ea-b400-4574-2548-d0141a3ac227,East 17,Stay Another Day,2022-07-06T10:51:15+02:00
f707941a-7a77-451f-4c4b-ec2bb59ed645,Adam Clayton & Larry Mullen,Theme From Mission: Impossible,2022-07-06T10:47:43+02:00
d64b86e5-323d-465f-b552-23b9baac1d52,The KLF,Justified and Ancient,2022-07-06T10:42:49+02:00
6f70ad50-3d80-4e69-dde5-639831d806fc,Freundeskreis,A-N-N-A,2022-07-06T10:39:04+02:00
3130e5aa-fb73-4e10-3317-aee94f89a9bc,La Bouche,Sweet Dreams,2022-07-06T10:35:27+02:00
5fe8dee2-739e-46f9-69b9-76f3e6f23884,Robbie Williams,Millennium,2022-07-06T10:32:06+02:00
0029a31e-fd07-46fe-d8db-2231f82b11f2,Chumbawamba,Tubthumping,2022-07-06T10:27:44+02:00
f84a2267-d908-47a4-a97b-591ab5825ebc,Kate Yanai,Summer Dreamin' (Bacardi Feeling),2022-07-06T10:24:23+02:00
51b9a258-3aa2-478b-b787-d16b2ef5b01e,Janet Jackson,Whoops Now,2022-07-06T10:21:06+02:00
e4b59158-4d6e-450a-1603-46b7f08b5251,Dr. Alban,It's My Life,2022-07-06T10:16:44+02:00
bff331e7-c1dc-4f2a-6494-c6196d5e63b6,Bryan Adams feat. Mel C.,When You're Gone,2022-07-06T10:13:28+02:00
ba2ccdd5-2ff5-4eec-38d1-54e50e46ba85,Whitney Houston,My Love Is Your Love,2022-07-06T10:09:04+02:00
92478582-6421-4344-1413-a73b1585c63f,Depeche Mode,Enjoy the Silence,2022-07-06T10:05:02+02:00
c875316f-c894-4acd-cdf5-0e4c045802fc,Maxi Priest,Close to You,2022-07-06T10:01:11+02:00
be92f96d-7b8f-4db6-5ec7-b8ff8b0263a4,Will Smith,Gettin' Jiggy Wit It,2022-07-06T09:55:33+02:00
fc60a482-83dd-4f6a-7624-8cb9c1628445,Take That,Back for Good,2022-07-06T09:51:44+02:00
8fd261e2-626b-4cf3-26b9-f0a46028a349,*NSYNC,I Want You Back,2022-07-06T09:47:50+02:00
b82608a9-ec95-4701-ae92-ecbb63eb9b9c,Mr. President,Coco Jamboo,2022-07-06T09:44:02+02:00
